GrLivArea,SalePrice,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MoSold,YrSold
2748,390000,60,RL,13418,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,270.0,4,3,PConc,5,3,4,6,1420.0,1,0.0,430.0,1850.0,GasA,5,Y,1850,898,0,1.0,0.0,2,1,4,1,5,9,1,BuiltIn,3,3.0,850.0,212,182,0,0,0,10,2008
894,128200,20,RL,10650,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,4,3,2,182.0,5,712.0,0.0,894.0,GasA,3,Y,894,0,0,1.0,0.0,1,0,3,1,3,5,0,Attchd,1,1.0,308.0,365,0,0,0,0,2,2010
2470,615000,20,RL,12720,Pave,Reg,HLS,AllPub,Inside,Mod,NridgHt,Norm,Norm,1Fam,1Story,10,5,2003,2003,Hip,CompShg,MetalSd,MetalSd,Stone,680.0,5,3,PConc,5,3,4,6,2257.0,1,0.0,278.0,2535.0,GasA,5,Y,2470,0,0,2.0,0.0,1,1,1,1,5,7,2,Attchd,3,3.0,789.0,154,65,0,0,216,2,2008
1174,158000,20,RL,12250,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,180.0,3,3,CBlock,4,3,2,5,781.0,1,0.0,83.0,864.0,GasA,5,Y,1174,0,0,1.0,0.0,1,0,3,1,3,5,0,Attchd,1,2.0,528.0,211,0,280,0,0,5,2008
1324,254000,120,RL,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,4,3,PConc,4,3,1,6,863.0,1,0.0,461.0,1324.0,GasA,5,Y,1324,0,0,1.0,0.0,2,0,2,1,4,6,1,Attchd,3,2.0,550.0,192,38,0,0,0,12,2009
2447,169000,50,RL,9638,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,6,7,1919,1990,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,PConc,3,3,1,1,0.0,1,0.0,804.0,804.0,GasA,5,Y,1699,748,0,0.0,0.0,2,0,4,1,4,10,1,Detchd,1,1.0,336.0,272,0,42,0,116,3,2010
2199,284500,75,RL,9660,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2.5Unf,8,5,1997,1997,Hip,CompShg,HdBoard,HdBoard,BrkFace,1290.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1173.0,1173.0,GasA,5,Y,1182,1017,0,0.0,0.0,2,1,3,1,4,9,1,Attchd,3,2.0,516.0,0,131,0,0,0,9,2008
1374,184500,80,RL,13300,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,326.0,1,0.0,58.0,384.0,GasA,5,Y,744,630,0,1.0,0.0,2,1,3,1,4,7,1,BuiltIn,3,2.0,400.0,100,0,0,0,0,6,2010
1335,210400,20,FV,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1335.0,1335.0,GasA,5,Y,1335,0,0,0.0,0.0,2,0,3,1,4,6,0,Attchd,2,2.0,575.0,0,210,0,0,0,6,2007
1588,214000,20,RL,10264,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,4,3,PConc,4,3,3,5,1162.0,1,0.0,426.0,1588.0,GasA,5,Y,1588,0,0,0.0,0.0,2,0,3,1,4,6,0,Attchd,2,2.0,472.0,158,29,0,0,0,8,2006
1652,392500,120,RM,5587,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,5,3,PConc,5,3,4,6,1480.0,1,0.0,120.0,1600.0,GasA,5,Y,1652,0,0,1.0,1.0,2,0,2,1,4,5,1,Attchd,3,2.0,482.0,162,53,0,153,0,11,2008
2021,274725,60,RL,23257,Pave,IR3,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,4,1,1,0.0,1,0.0,868.0,868.0,GasA,5,Y,887,1134,0,0.0,0.0,2,1,3,1,4,9,1,BuiltIn,2,2.0,422.0,0,100,0,0,0,9,2006
1412,156932,60,RL,8499,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,1,0.0,616.0,616.0,GasA,5,Y,616,796,0,0.0,0.0,2,1,3,1,4,6,1,BuiltIn,3,2.0,432.0,0,36,0,0,0,3,2007
1464,282922,20,RL,15256,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,84.0,4,3,PConc,4,3,4,6,929.0,1,0.0,556.0,1485.0,GasA,5,Y,1464,0,0,1.0,0.0,2,0,3,1,4,6,0,Attchd,1,3.0,754.0,168,160,0,0,0,8,2007
1690,144000,75,RM,8850,Pave,IR1,Bnk,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,1916,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,815.0,815.0,GasA,5,Y,815,875,0,0.0,0.0,1,0,3,1,3,7,1,Detchd,1,1.0,225.0,0,0,330,0,0,7,2006
1092,88000,160,RM,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,ImStucc,BrkFace,381.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,525.0,525.0,GasA,3,Y,525,567,0,0.0,0.0,1,1,3,1,3,6,0,Detchd,1,1.0,264.0,0,0,0,0,0,3,2010
1012,67500,30,RH,9800,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,BrkTil,3,3,1,1,0.0,1,0.0,816.0,816.0,GasA,3,N,1012,0,0,0.0,0.0,1,0,2,1,3,5,0,Detchd,1,1.0,429.0,121,0,80,0,0,4,2010
1210,148000,80,RL,11080,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1975,1975,Gable,CompShg,Plywood,Plywood,BrkFace,257.0,3,3,CBlock,3,3,3,6,576.0,1,0.0,552.0,1128.0,GasA,3,Y,1210,0,0,1.0,0.0,2,0,3,1,3,6,0,Attchd,1,2.0,528.0,0,0,0,0,0,5,2006
1256,159000,20,RL,8000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,PConc,3,3,1,4,476.0,3,488.0,292.0,1256.0,GasA,4,Y,1256,0,0,1.0,0.0,1,1,3,1,4,6,0,Attchd,2,1.0,311.0,0,240,0,0,0,5,2008
1130,120000,30,RL,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,1950,Hip,CompShg,Stucco,Stucco,None,0.0,3,3,BrkTil,3,3,1,3,821.0,1,0.0,299.0,1120.0,GasA,5,Y,1130,0,0,1.0,0.0,1,0,2,1,3,5,1,Detchd,1,2.0,720.0,229,0,0,0,0,6,2006
858,134900,85,RL,7252,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,4,3,3,6,685.0,1,0.0,173.0,858.0,GasA,3,Y,858,0,0,1.0,0.0,1,0,2,1,3,5,0,Detchd,1,2.0,576.0,120,0,0,0,0,4,2009
1188,185000,20,RL,14175,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosA,Norm,1Fam,1Story,6,8,1956,1956,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,4,4,6,776.0,1,0.0,212.0,988.0,GasA,3,Y,1188,0,0,1.0,0.0,1,0,1,1,3,4,1,Attchd,1,2.0,621.0,102,89,231,0,0,6,2008
1412,132500,50,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,3,3,1,1,0.0,1,0.0,780.0,780.0,GasA,5,Y,825,587,0,0.0,0.0,1,0,4,1,3,6,1,Detchd,1,1.0,280.0,45,0,0,0,0,5,2009
1040,160500,80,RL,7176,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,3,3,CBlock,3,4,4,6,794.0,1,0.0,166.0,960.0,GasA,2,Y,1040,0,0,1.0,0.0,1,0,3,1,3,6,1,Detchd,1,2.0,616.0,131,0,0,0,180,7,2006
1376,165000,50,RL,8850,Pave,Reg,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,4,PConc,3,3,1,1,0.0,1,0.0,768.0,768.0,GasA,5,Y,752,624,0,0.0,0.0,1,0,3,1,4,7,0,Detchd,1,2.0,576.0,0,54,144,0,0,2,2007
1301,100000,30,RM,6911,Pave,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,2,2,405.0,1,0.0,740.0,1145.0,GasA,3,Y,1301,0,0,0.0,0.0,1,0,2,1,2,5,0,Detchd,1,2.0,440.0,0,0,0,0,0,10,2009
1629,189900,60,RL,13830,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,6,791.0,1,0.0,137.0,928.0,GasA,4,Y,928,701,0,0.0,0.0,2,1,3,1,3,6,1,Attchd,3,2.0,482.0,212,34,0,0,0,3,2010
1761,227875,60,FV,10207,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,874.0,874.0,GasA,5,Y,874,887,0,0.0,0.0,3,0,3,1,4,7,0,Attchd,3,2.0,578.0,144,105,0,0,0,8,2007
936,111900,20,RL,10295,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,72.0,3,3,CBlock,4,3,2,3,252.0,1,0.0,684.0,936.0,GasA,3,Y,936,0,0,0.0,0.0,1,0,2,1,3,4,0,Attchd,1,1.0,288.0,16,0,0,0,0,9,2008
1316,145000,70,RL,8969,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,6,1926,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,4,379.0,1,0.0,265.0,644.0,GasA,5,Y,672,644,0,1.0,0.0,1,0,2,1,3,6,1,Detchd,1,1.0,369.0,0,0,0,0,192,7,2008
1440,118000,90,RL,12108,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,4,1955,1955,Gable,CompShg,VinylSd,VinylSd,BrkFace,270.0,3,3,CBlock,3,3,1,5,133.0,1,0.0,1307.0,1440.0,GasA,3,N,1440,0,0,0.0,0.0,2,0,4,2,2,8,0,0,0,0.0,0.0,0,0,0,0,0,9,2008
1524,166000,160,FV,2998,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,4,3,PConc,4,3,1,6,353.0,1,0.0,403.0,756.0,GasA,5,Y,768,756,0,0.0,0.0,2,1,2,1,4,4,0,Detchd,1,2.0,440.0,0,32,0,0,0,6,2006
1370,148000,80,RL,10000,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,6,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,272.0,3,3,CBlock,3,3,3,4,678.0,3,281.0,99.0,1058.0,GasA,5,Y,1370,0,0,1.0,0.0,1,0,3,1,3,6,1,Basment,2,1.0,300.0,191,0,0,0,120,2,2006
925,99000,20,RL,7000,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,4,Y,925,0,0,0.0,0.0,1,0,3,1,3,7,0,Attchd,3,1.0,300.0,0,0,0,0,0,7,2007
630,86000,180,RM,1526,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,8,1970,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,4,CBlock,4,3,3,6,515.0,1,0.0,115.0,630.0,GasA,3,Y,630,0,0,1.0,0.0,1,0,1,1,4,3,0,Attchd,1,1.0,286.0,0,0,0,0,0,5,2009
1431,165000,80,RL,9150,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1962,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305.0,3,3,CBlock,4,3,4,6,371.0,1,0.0,728.0,1099.0,GasA,4,Y,1431,0,0,0.0,1.0,1,0,3,1,3,6,1,Basment,2,1.0,296.0,64,110,0,0,0,12,2008
1226,211500,120,RL,3782,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Greens,Norm,Norm,TwnhsE,1Story,8,5,1981,1981,Gable,CompShg,Wd Sdng,Plywood,None,0.0,4,3,CBlock,4,3,4,6,960.0,1,0.0,266.0,1226.0,GasA,3,Y,1226,0,0,1.0,0.0,1,0,1,1,4,4,2,Attchd,3,2.0,484.0,133,78,0,0,0,9,2009
1417,210000,20,RL,8750,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,209.0,4,3,PConc,4,3,3,6,1111.0,1,0.0,306.0,1417.0,GasA,5,Y,1417,0,0,1.0,0.0,2,0,3,1,4,7,1,Attchd,1,2.0,511.0,60,0,0,0,117,8,2009
1689,228500,20,RL,9990,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,1,5,1383.0,1,0.0,297.0,1680.0,GasA,4,Y,1689,0,0,1.0,0.0,2,0,3,1,3,6,1,Attchd,1,2.0,432.0,428,120,0,0,0,7,2008
928,132000,20,RL,13300,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,4,3,1,3,377.0,1,0.0,551.0,928.0,GasA,3,Y,928,0,0,0.0,0.0,1,0,2,1,3,4,0,Attchd,1,1.0,252.0,261,0,156,0,0,6,2007
2490,468000,20,RL,11128,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,PosN,PosN,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,198.0,5,3,PConc,5,3,4,6,2158.0,1,0.0,300.0,2458.0,GasA,5,Y,2490,0,0,1.0,0.0,2,0,2,1,5,9,2,Attchd,3,3.0,795.0,70,226,0,0,0,10,2009
1953,240000,60,RL,53107,Pave,IR2,Low,AllPub,Corner,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,3,6,985.0,1,0.0,595.0,1580.0,GasA,5,Y,1079,874,0,1.0,0.0,2,1,3,1,4,9,2,Attchd,3,2.0,501.0,216,231,0,0,0,6,2007
958,151500,20,RL,12772,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1960,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,2,4,498.0,1,0.0,460.0,958.0,GasA,3,Y,958,0,0,0.0,0.0,1,0,2,1,3,5,0,Attchd,2,1.0,301.0,0,0,0,0,0,4,2007
630,73000,180,RM,1470,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,6,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,3,6,522.0,1,0.0,108.0,630.0,GasA,3,Y,630,0,0,1.0,0.0,1,0,1,1,3,3,0,0,0,0.0,0.0,0,0,0,0,0,4,2006
630,75500,180,RM,1491,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,6,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,3,2,150.0,6,480.0,0.0,630.0,GasA,5,Y,630,0,0,1.0,0.0,1,0,1,1,3,3,0,0,0,0.0,0.0,96,24,0,0,0,5,2010
2290,500067,20,RL,17169,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,970.0,5,3,PConc,5,3,3,6,1684.0,1,0.0,636.0,2320.0,GasA,5,Y,2290,0,0,2.0,0.0,2,1,2,1,5,7,1,Attchd,3,3.0,1174.0,192,30,0,0,0,8,2007
1502,330000,120,RM,9763,Pave,IR1,Lvl,AllPub,Inside,Gtl,GrnHill,Norm,Norm,TwnhsE,1Story,7,5,1998,1998,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,239.0,4,3,PConc,4,3,1,6,1102.0,5,72.0,328.0,1502.0,GasA,5,Y,1502,0,0,1.0,0.0,1,1,1,1,4,5,1,Attchd,3,1.0,286.0,0,0,0,0,0,9,2007
1224,107500,50,RL,10632,Pave,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5,3,1917,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,2,1,1,0.0,1,0.0,689.0,689.0,GasA,4,N,725,499,0,0.0,0.0,1,1,3,1,1,6,0,Detchd,1,1.0,180.0,0,0,248,0,0,1,2010
1739,172500,160,FV,2645,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,4,3,PConc,4,3,1,6,649.0,1,0.0,321.0,970.0,GasA,5,Y,983,756,0,1.0,0.0,2,1,3,1,4,7,0,Attchd,3,2.0,480.0,115,0,0,0,0,8,2009
2044,185000,60,RL,10400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1980,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,280.0,3,3,CBlock,4,3,2,1,0.0,1,0.0,738.0,738.0,GasA,3,Y,1277,767,0,0.0,0.0,2,1,3,1,3,7,1,Attchd,1,2.0,489.0,28,73,0,0,0,3,2008
1726,311872,20,RL,9416,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,Stone,205.0,5,3,PConc,5,3,1,6,1126.0,1,0.0,600.0,1726.0,GasA,5,Y,1726,0,0,1.0,0.0,2,0,3,1,5,8,1,Attchd,3,3.0,786.0,171,138,0,0,266,9,2007
1790,165150,60,RL,10400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,288.0,3,3,CBlock,3,3,1,3,247.0,1,0.0,485.0,732.0,GasA,4,Y,1012,778,0,1.0,0.0,1,2,4,1,3,8,1,Attchd,2,2.0,484.0,148,0,0,0,147,11,2006
1056,125000,20,RL,13600,Pave,Reg,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1955,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,3,144.0,4,912.0,0.0,1056.0,GasA,4,Y,1056,0,0,1.0,0.0,1,1,3,1,3,6,0,Attchd,3,1.0,300.0,0,0,0,0,0,11,2006
2554,159500,70,RM,10800,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1890,1998,Gable,CompShg,Wd Sdng,VinylSd,None,0.0,3,4,BrkTil,3,3,1,1,0.0,1,0.0,718.0,718.0,GasA,5,Y,1576,978,0,0.0,0.0,1,1,3,1,3,8,0,Detchd,1,2.0,704.0,0,48,143,0,0,7,2007
1312,180500,20,RL,6718,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,86.0,4,3,PConc,5,3,2,6,250.0,1,0.0,1017.0,1267.0,GasA,5,Y,1312,0,0,0.0,0.0,2,0,2,1,4,5,0,Attchd,1,2.0,471.0,256,28,0,0,0,1,2007
1308,160000,50,RL,9600,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,4,BrkTil,3,2,1,3,428.0,1,0.0,300.0,728.0,GasA,5,Y,976,332,0,1.0,0.0,1,1,2,1,3,7,2,Detchd,1,1.0,256.0,0,70,0,0,0,6,2009
907,109008,20,RL,8593,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1957,1957,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,288.0,1,0.0,619.0,907.0,GasA,5,Y,907,0,0,0.0,0.0,1,0,3,1,3,5,0,Detchd,1,1.0,352.0,0,0,0,0,0,7,2008
1034,153000,85,RL,7703,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,6,8,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkCmn,40.0,3,3,CBlock,4,3,4,5,450.0,1,0.0,0.0,450.0,GasA,5,Y,1034,0,0,0.0,1.0,1,0,3,1,3,6,1,Basment,3,2.0,504.0,311,0,0,0,0,5,2008
1040,132250,20,RL,25286,Pave,Reg,HLS,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,4,5,1963,1963,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,PConc,3,3,4,5,633.0,1,0.0,431.0,1064.0,GasA,4,Y,1040,0,0,1.0,0.0,1,0,3,1,3,5,0,Attchd,1,2.0,648.0,0,0,0,0,0,1,2007
1585,184900,60,RL,7632,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,96.0,4,3,PConc,4,3,1,1,0.0,1,0.0,784.0,784.0,GasA,5,Y,831,754,0,0.0,0.0,2,1,3,1,4,7,0,Attchd,2,2.0,449.0,100,77,0,0,0,3,2006
1355,127000,70,RM,6882,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,7,1914,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,1,0.0,1,0.0,684.0,684.0,GasA,3,Y,773,582,0,0.0,0.0,1,1,3,1,4,7,0,0,0,0.0,0.0,136,0,115,0,0,3,2007
2276,475000,20,RL,11778,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,554.0,4,3,PConc,4,3,4,6,2085.0,1,0.0,186.0,2271.0,GasA,5,Y,2276,0,0,1.0,0.0,2,0,3,1,5,7,2,Attchd,2,3.0,1348.0,0,0,70,0,255,6,2008
1154,142000,20,RL,11556,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,9,1953,2006,Gable,CompShg,VinylSd,MetalSd,None,0.0,3,5,CBlock,3,3,1,4,408.0,1,0.0,456.0,864.0,GasA,4,Y,1154,0,0,0.0,0.0,1,1,3,1,5,6,0,Detchd,1,1.0,336.0,63,0,0,0,0,7,2007
808,112000,20,RL,5175,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1Story,5,8,1958,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,4,150.0,5,404.0,254.0,808.0,GasA,5,Y,808,0,0,0.0,0.0,1,0,2,1,3,5,0,Detchd,1,1.0,308.0,143,0,0,0,0,7,2007
1049,80900,50,C (all),5150,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Norm,1Fam,1.5Fin,4,7,1910,2000,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,PConc,1,3,1,1,0.0,1,0.0,356.0,356.0,GasA,3,N,671,378,0,0.0,0.0,1,0,2,1,3,5,0,Detchd,1,1.0,195.0,0,0,0,0,0,5,2008
